Timestamp,Keypress,State,Color
15:42:01:239,0,TOR ON - ALKS OFF,White
15:42:04:079,S,ALKS ON - non critical,Orange
15:42:04:080,S,ALKS ON - non critical,Orange
15:42:04:080,S,ALKS ON - non critical,Orange
15:42:04:081,S,ALKS ON - non critical,Orange
15:42:05:510,D,ALKS ON - critical,Red
15:42:05:511,D,ALKS ON - critical,Red
15:42:05:511,D,ALKS ON - critical,Red
15:42:05:512,D,ALKS ON - critical,Red
15:42:15:508,0,System Shut Down,Black
15:42:15:509,0,System Shut Down,Black
15:42:15:509,0,System Shut Down,Black
15:42:15:510,0,System Shut Down,Black
15:42:15:513,0,System Shut Down,Black
15:42:15:514,0,System Shut Down,Black
15:42:15:515,0,System Shut Down,Black
15:42:15:515,0,System Shut Down,Black
15:42:15:518,0,System Shut Down,Black
15:42:15:519,0,System Shut Down,Black
15:42:15:519,0,System Shut Down,Black
15:42:15:520,0,System Shut Down,Black
15:42:15:523,0,System Shut Down,Black
15:42:15:523,0,System Shut Down,Black
15:42:15:524,0,System Shut Down,Black
15:42:15:524,0,System Shut Down,Black
15:42:15:527,0,System Shut Down,Black
15:42:15:528,0,System Shut Down,Black
15:42:15:528,0,System Shut Down,Black
15:42:15:529,0,System Shut Down,Black
15:42:15:532,0,System Shut Down,Black
15:42:15:533,0,System Shut Down,Black
15:42:15:533,0,System Shut Down,Black
15:42:15:534,0,System Shut Down,Black
15:42:15:537,0,System Shut Down,Black
15:42:15:538,0,System Shut Down,Black
15:42:15:539,0,System Shut Down,Black
15:42:15:539,0,System Shut Down,Black
15:42:15:544,0,System Shut Down,Black
15:42:15:545,0,System Shut Down,Black
15:42:15:546,0,System Shut Down,Black
15:42:15:547,0,System Shut Down,Black
15:42:15:551,0,System Shut Down,Black
15:42:15:552,0,System Shut Down,Black
15:42:15:553,0,System Shut Down,Black
15:42:15:553,0,System Shut Down,Black
15:42:15:558,0,System Shut Down,Black
15:42:15:559,0,System Shut Down,Black
15:42:15:560,0,System Shut Down,Black
15:42:15:561,0,System Shut Down,Black
15:42:15:565,0,System Shut Down,Black
15:42:15:566,0,System Shut Down,Black
15:42:15:567,0,System Shut Down,Black
15:42:15:568,0,System Shut Down,Black
15:42:15:572,0,System Shut Down,Black
15:42:15:573,0,System Shut Down,Black
15:42:15:574,0,System Shut Down,Black
15:42:15:575,0,System Shut Down,Black
15:42:15:580,0,System Shut Down,Black
15:42:15:581,0,System Shut Down,Black
15:42:15:581,0,System Shut Down,Black
15:42:15:582,0,System Shut Down,Black
15:42:15:587,0,System Shut Down,Black
15:42:15:588,0,System Shut Down,Black
15:42:15:588,0,System Shut Down,Black
15:42:15:589,0,System Shut Down,Black
15:42:15:593,0,System Shut Down,Black
15:42:15:594,0,System Shut Down,Black
15:42:15:594,0,System Shut Down,Black
15:42:15:595,0,System Shut Down,Black
15:42:15:600,0,System Shut Down,Black
15:42:15:601,0,System Shut Down,Black
15:42:15:601,0,System Shut Down,Black
15:42:15:602,0,System Shut Down,Black
15:42:15:605,0,System Shut Down,Black
15:42:15:606,0,System Shut Down,Black
15:42:15:606,0,System Shut Down,Black
15:42:15:607,0,System Shut Down,Black
15:42:15:610,0,System Shut Down,Black
15:42:15:611,0,System Shut Down,Black
15:42:15:612,0,System Shut Down,Black
15:42:15:613,0,System Shut Down,Black
15:42:15:618,0,System Shut Down,Black
15:42:15:619,0,System Shut Down,Black
15:42:15:619,0,System Shut Down,Black
15:42:15:620,0,System Shut Down,Black
15:42:15:624,0,System Shut Down,Black
15:42:15:626,0,System Shut Down,Black
15:42:15:626,0,System Shut Down,Black
15:42:15:627,0,System Shut Down,Black
15:42:15:631,0,System Shut Down,Black
15:42:15:632,0,System Shut Down,Black
15:42:15:632,0,System Shut Down,Black
15:42:15:633,0,System Shut Down,Black
15:42:15:636,0,System Shut Down,Black
15:42:15:638,0,System Shut Down,Black
15:42:15:638,0,System Shut Down,Black
15:42:15:639,0,System Shut Down,Black
15:42:15:644,0,System Shut Down,Black
15:42:15:646,0,System Shut Down,Black
15:42:15:647,0,System Shut Down,Black
15:42:15:648,0,System Shut Down,Black
15:42:15:652,0,System Shut Down,Black
15:42:15:653,0,System Shut Down,Black
15:42:15:654,0,System Shut Down,Black
15:42:15:655,0,System Shut Down,Black
15:42:15:659,0,System Shut Down,Black
15:42:15:660,0,System Shut Down,Black
15:42:15:661,0,System Shut Down,Black
15:42:15:662,0,System Shut Down,Black
15:42:15:667,0,System Shut Down,Black
15:42:15:669,0,System Shut Down,Black
15:42:15:670,0,System Shut Down,Black
15:42:15:670,0,System Shut Down,Black
15:42:15:674,0,System Shut Down,Black
15:42:15:676,0,System Shut Down,Black
15:42:15:676,0,System Shut Down,Black
15:42:15:677,0,System Shut Down,Black
15:42:15:682,0,System Shut Down,Black
15:42:15:683,0,System Shut Down,Black
15:42:15:684,0,System Shut Down,Black
15:42:15:685,0,System Shut Down,Black
15:42:15:689,0,System Shut Down,Black
15:42:15:690,0,System Shut Down,Black
15:42:15:691,0,System Shut Down,Black
15:42:15:692,0,System Shut Down,Black
15:42:15:697,0,System Shut Down,Black
15:42:15:697,0,System Shut Down,Black
15:42:15:698,0,System Shut Down,Black
15:42:15:699,0,System Shut Down,Black
15:42:15:704,0,System Shut Down,Black
15:42:15:705,0,System Shut Down,Black
15:42:15:706,0,System Shut Down,Black
15:42:15:707,0,System Shut Down,Black
15:42:15:711,0,System Shut Down,Black
15:42:15:712,0,System Shut Down,Black
15:42:15:713,0,System Shut Down,Black
15:42:15:714,0,System Shut Down,Black
15:42:15:717,0,System Shut Down,Black
15:42:15:718,0,System Shut Down,Black
15:42:15:719,0,System Shut Down,Black
15:42:15:719,0,System Shut Down,Black
15:42:15:723,0,System Shut Down,Black
15:42:15:724,0,System Shut Down,Black
15:42:15:728,0,System Shut Down,Black
15:42:15:729,0,System Shut Down,Black
15:42:15:738,0,System Shut Down,Black
15:42:15:739,0,System Shut Down,Black
15:42:15:740,0,System Shut Down,Black
15:42:15:740,0,System Shut Down,Black
15:42:15:743,0,System Shut Down,Black
15:42:15:743,0,System Shut Down,Black
15:42:15:744,0,System Shut Down,Black
15:42:15:745,0,System Shut Down,Black
15:42:15:748,0,System Shut Down,Black
15:42:15:748,0,System Shut Down,Black
15:42:15:749,0,System Shut Down,Black
15:42:15:749,0,System Shut Down,Black
15:42:15:752,0,System Shut Down,Black
15:42:15:752,0,System Shut Down,Black
15:42:15:753,0,System Shut Down,Black
15:42:15:753,0,System Shut Down,Black
15:42:15:756,0,System Shut Down,Black
15:42:15:757,0,System Shut Down,Black
15:42:15:757,0,System Shut Down,Black
15:42:15:758,0,System Shut Down,Black
15:42:15:760,0,System Shut Down,Black
15:42:15:761,0,System Shut Down,Black
15:42:15:762,0,System Shut Down,Black
15:42:15:763,0,System Shut Down,Black
15:42:15:765,0,System Shut Down,Black
15:42:15:766,0,System Shut Down,Black
15:42:15:766,0,System Shut Down,Black
15:42:15:767,0,System Shut Down,Black
15:42:15:769,0,System Shut Down,Black
15:42:15:770,0,System Shut Down,Black
15:42:15:771,0,System Shut Down,Black
15:42:15:771,0,System Shut Down,Black
15:42:15:774,0,System Shut Down,Black
15:42:15:774,0,System Shut Down,Black
15:42:15:775,0,System Shut Down,Black
15:42:15:775,0,System Shut Down,Black
15:42:15:779,0,System Shut Down,Black
15:42:15:779,0,System Shut Down,Black
15:42:15:780,0,System Shut Down,Black
15:42:15:780,0,System Shut Down,Black
15:42:15:783,0,System Shut Down,Black
15:42:15:783,0,System Shut Down,Black
15:42:15:784,0,System Shut Down,Black
15:42:15:784,0,System Shut Down,Black
15:42:15:787,0,System Shut Down,Black
15:42:15:788,0,System Shut Down,Black
15:42:15:788,0,System Shut Down,Black
15:42:15:789,0,System Shut Down,Black
15:42:15:791,0,System Shut Down,Black
15:42:15:792,0,System Shut Down,Black
15:42:15:792,0,System Shut Down,Black
15:42:15:793,0,System Shut Down,Black
15:42:15:795,0,System Shut Down,Black
15:42:15:796,0,System Shut Down,Black
15:42:15:797,0,System Shut Down,Black
15:42:15:797,0,System Shut Down,Black
15:42:15:800,0,System Shut Down,Black
15:42:15:801,0,System Shut Down,Black
15:42:15:801,0,System Shut Down,Black
