Timestamp,Keypress,Color
15:35:23:688,0,EADFC0
15:35:27:304,A,EADFC0
15:35:27:305,A,EADFC0
15:35:27:306,A,EADFC0
15:35:27:306,A,EADFC0
15:35:27:794,S,FFA600
15:35:27:795,S,FFA600
15:35:27:796,S,FFA600
15:35:27:796,S,FFA600
15:35:27:999,D,FF2600
15:35:27:999,D,FF2600
15:35:28:000,D,FF2600
15:35:28:001,D,FF2600
